RND,RLP,LUM,FAR,UCI,PFC,MISMATCH
0,0.3,0.381153034,1,0.021739902,0.36130294,0.058913727
0,0.011021673,0.373278276,1,0.015265917,0.209216716,0.024142312
0.01822572,0,0.372021223,1,3.953419806,0.412674859,0.025084
0.01782774,0,0.364408152,1,18.6964258,0.331051953,-0.524476899
0.014342828,0.011599005,0.336722433,1,18.82035839,0.333945784,-0.300187256
0.013011325,0.29847406,0.3289899,1,31.32613592,0.388238104,-0.162824286
0.013800054,0.002695919,0.321584082,1,29.74288097,0.472062437,-0.0855398
0.010567401,0.181272099,0.316734492,1,25.2569711,0.344255427,-0.257261719
0.01872698,0.01212262,0.314276099,1,33.24936466,0.496543217,-0.643021779
0.016272307,0,0.302400977,1,0.544905154,0.504285967,0.1255176
0.018399716,0,0.291324906,1,0.001553159,0.37469333,-0.174339487
0.008912281,0.024397361,0.286116242,0.997460403,17.42102863,0.622630095,0.15118767
0.01731371,0.029162445,0.283462601,1,7.980150279,0.558657449,0.131148769
0.007076764,0,0.281841909,0.998210496,11.62395476,0.511384081,0.150278008
0.012739455,0.016982138,0.279351343,1,19.74549252,0.458874673,-0.134277653
0.010826583,0.062643125,0.269588762,1,42.12215975,0.542991213,-0.306476226
0.007738834,0.31395315,0.267255005,0.582050453,33.34752966,0.809806806,0.07833741
0.004422362,0,0.266203971,0.80754059,5.065825145,0.43687156,0.136324291
0.009262126,0.378584652,0.263881538,0.99824855,31.75473771,0.552212302,-0.167726206
0.014012039,0,0.257316169,0.979975137,32.06856693,0.59547316,0.084277547
0.006704843,0.405856988,0.256367779,0.891088407,17.55194417,0.728430035,0.102195562
0.008068845,0.427768751,0.254478854,0.78992081,88.74917566,0.804085375,-0.127369818
0.00945393,0.022515299,0.254116516,0.999162155,26.9173016,0.425268956,-0.129211499
0.021725351,0.31373482,0.25402299,0.994932352,5.390364375,0.392500137,0.16678458
0.012415741,0.335052155,0.249580696,0.97284763,38.22570186,0.536368633,-0.074496394
0.011913112,0.005212849,0.248673447,1,45.10819656,0.59729899,-0.045010575
0.016104394,0.256363374,0.246318943,0.834534175,33.5234726,0.539382924,-0.146540641
0.010417096,0.025071634,0.245105858,1,41.48021114,0.632155629,-0.061945545
0.010326368,0.053577843,0.244158154,1,10.21267787,0.653518943,0.183473846
0.01228779,0.132695225,0.23900048,1,35.66889393,0.520209936,-0.08720109
0.015665909,0.084053,0.23894874,1,25.63302787,0.495698483,-0.161692461
0.015157843,0.007215012,0.22743108,0.312680065,27.43738489,0.577024877,0.08711719
0.006407837,0.038799884,0.22714962,0.959597279,26.80844547,0.605556741,0.212079702
0.008275216,0,0.224866568,0.315834477,5.500577511,0.564036765,0.253190005
0.008110069,0.225211358,0.223433478,1,41.57029378,0.552128504,-0.137312871
0.008539722,0.35653868,0.221163079,1,29.31389933,0.459527476,-0.054964608
0.00711484,0.187670422,0.219298063,1,12.89786821,0.407600143,0.097990572
0.008881379,0.11105139,0.219113932,0.684507217,38.56964781,0.779249679,0.055478976
0.010372774,0.047372784,0.21295864,0.999998548,55.18662045,0.575540831,-0.28416204
0.013598551,0.173083555,0.210981684,1,28.09025402,0.499287912,-0.030957167
0.008458079,0.35569415,0.209100454,1,45.30535766,0.605654627,0.013931312
0.007575432,0.259707673,0.203936028,0.86645831,55.16410942,0.748971353,0.007437865
0.009400989,0.133764635,0.200855089,1,28.21033758,0.584265555,-0.02904354
0.010652121,0.212706651,0.186270222,0.989079174,44.64197846,0.840921974,-0.116693346
0.018187774,0.167934678,0.185471467,0.611915948,42.52428447,0.844417472,0.014523929
0.012746496,0.05043744,0.18501878,1,12.90667635,0.607703284,0.234882083
0.006012676,0.461385186,0.184158421,0.831936676,79.98221927,0.662901405,-0.010981295
0.009316326,0.299557294,0.180401146,0.528387681,78.95610506,0.743566453,-0.052472459
0.011941037,0.422877505,0.180302639,0.771786453,32.4168643,0.567900863,0.036593504
0.008153686,0.116119211,0.180015458,0.960896598,90.64043729,0.757972188,-0.01307635
0.013535629,0.015521034,0.177407276,0.980732439,33.12935861,0.769152681,0.047134395
0.009717114,0.178355906,0.176887283,0.966181573,61.74860376,0.763774412,0.041545561
0.00944597,0,0.1763627,0.361680072,29.37888144,0.603892245,0.110975416
0.007445884,0.349755781,0.174426102,0.942017261,66.31713264,0.705734349,0.00860596
0.00560525,0.259206028,0.173029081,0.481343256,55.23199178,0.824588609,0.104252101
0.006966254,0.284378415,0.171884513,0.392492263,45.43474343,0.721343221,0.163706833
1.45E-09,0.142802888,0.168874678,1,38.764311,0.659123696,0.114864541
0.008975541,0.395204056,0.167920592,0.664175426,34.10238885,0.662045741,0.070068983
0.011740483,0.105636469,0.167394763,0.908927924,18.77178605,0.567155127,0.140859579
0.010008289,0.100196492,0.166995179,0.813515867,41.51041392,0.811736229,0.060281362
0.026892414,0.255195527,0.166858643,0.784186371,8.08333934,0.475746794,0.215816543
0.012055539,0.061830463,0.161785992,0.98241873,17.52585686,0.698337084,0.099794172
0.005413304,0.083630592,0.157538598,1,8.146553454,0.451017475,0.171009455
0.010282714,0.017773986,0.156635655,1,14.29720247,0.856719645,0.175684886
0.007010481,0.222435453,0.155816014,0.793737736,33.77560209,0.566303649,0.066895063
0.008342301,0.145427417,0.155635846,0.71754808,70.59640367,0.641609515,0.013020605
0.014490591,0.078174111,0.154509103,0.974218244,82.54332133,0.799611742,-0.190630959
0.012635803,0.218732953,0.154079442,0.817737088,32.60425646,0.820228664,0.05608964
0.024307579,0.053655183,0.148832442,1,13.68795051,0.575007897,0.033487218
0.014926414,0.112131924,0.145680206,0.976837219,37.63611009,0.77710326,0.05070207
0.008043606,0.202069078,0.14562184,0.857605761,31.88005891,0.649216566,0.182252566
0.00851763,0.319276694,0.143535059,0.999142205,70.22977369,0.669151587,0.174926472
0.011227056,0.360347574,0.142870968,0.999976109,47.78092182,0.754736308,0.126306271
0.018181459,0.091637554,0.139556071,0.965769691,48.4107978,0.629290274,-0.073141961
0.017517776,0.161074838,0.137426947,0.952067307,27.48657643,0.686925722,0.132619866
0.018696887,0.304021396,0.136779041,0.235067792,22.77017448,0.581050329,0.072098469
0.007562708,0.345089188,0.132088715,0.182564849,70.87464206,0.768616754,0.25466356
0.005201651,0.180144146,0.131315727,0.623665055,75.07385702,0.69432108,0.296725866
0.008799442,0.148152937,0.127911837,0.85136653,124.1130675,0.668302059,-0.133064301
0,0.410577472,0.124343815,0,0.009461036,0.286129398,-0.17565524
0.004536209,0,0.1232639,1,1.765586751,0.659351743,0.337144411
0.008281321,0.302157328,0.120261239,0.968299806,5.249756819,0.492924586,0.167639743
0.006078596,0.242363865,0.119732068,0.72153195,16.96686829,0.631187358,0.185909727
0.011198495,0.264839928,0.119484165,0.917718862,28.96208137,0.833196505,0.068899231
0.006502218,0.033172119,0.119118751,0.733751184,60.34058004,0.842974801,0.011522037
0.009605354,0.105597494,0.118469088,0.715035475,123.7008542,0.744090813,-0.136423162
0.008049785,0.054390959,0.118282674,0.999796215,18.70012115,0.560854426,0.223640801
0.01539222,0.297953251,0.116322654,0.967134575,87.48842677,0.783654889,-0.010373031
0.011899901,0.243032336,0.115538243,0.932685638,34.10912985,0.733936858,0.059987175
0.009803962,0.162784773,0.11353979,0.697788308,64.86494094,0.711680699,0.006494391
0.01137899,0.255519463,0.112294241,0.219860481,43.9029785,0.6168328,0.021876866
0.009279097,0.003985064,0.109857291,0.942096052,5.782136115,0.593833565,0.225219087
0.006529106,0.016471492,0.109764874,0.998681571,16.77816664,0.495723859,0.139592246
0.006189072,0.262893421,0.108678728,0.76645321,24.19316852,0.771491507,0.26917713
0.008367572,0.285712632,0.108637455,0.813774069,62.79777132,0.686287225,0.064090791
0.006670077,0.405342861,0.107444037,0.874411908,38.33697694,0.769964369,0.095514538
0.011659807,0.433946456,0.106869266,0.252698104,9.936679171,0.595922011,0.171742232
0.011695192,0.340326412,0.106624186,1,47.38176101,0.664682231,0.064171504
0.016916578,0.261633707,0.104833814,0.922553194,34.2463198,0.616721615,0.060434187
0.009898649,0.27627204,0.102900408,0.380608302,14.1239801,0.651501011,0.154559826
0.009866325,0.100712219,0.102009988,0.614067903,44.18996166,0.832825758,0.015996024
0.010332501,0.397755667,0.101968708,0.860446746,39.47778782,0.772788337,0.141521651
0.010015427,0.04749749,0.098682435,0.874975516,66.3531603,0.767616261,0.109936397
0.009657295,0.263657275,0.098315972,0.457802354,67.22696373,0.816063355,-0.030212997
0.011091855,0.105848168,0.091455526,0.911721088,42.20212135,0.773307364,0.307625907
0.011906397,0.111214415,0.0901057,0.691132832,22.3251738,0.680187848,0.173260658
0.006815564,0.364999915,0.089538174,0.621359674,0.052188803,0.314103919,0.112625185
0.005775381,0.057897297,0.08871045,0.099182082,31.91966182,0.834102963,0.117369218
0.012218611,0.125628473,0.085881648,0.75335512,51.41593365,0.663654516,0.150459541
0.009320615,0.181741101,0.084236139,0.64907689,51.24047168,0.661500643,0.107474503
0.004702652,0.279378425,0.081763062,0.801050865,66.16166982,0.815610074,0.21198146
0.005894512,0.212828306,0.081762566,0.887658944,26.10008394,0.710344422,0.404722731
0.00781012,0.014544792,0.081109267,0.980189841,84.13646521,0.711797884,-0.46888764
0.01361432,0.356717285,0.078555928,0.977518454,35.07793605,0.760544436,0.04242212
0.006072249,0,0.07817684,1,10.82176889,0.478829666,0.101752531
0.007609998,0.168203314,0.076741799,1,14.45589885,0.694149889,0.127084005
0.008142627,0.265773935,0.075511693,0.752163295,23.50509537,0.726600932,0.251913821
0.009914009,0.190127561,0.075144345,0.956940899,23.05322716,0.863824985,0.241088323
0.007558043,0,0.074187235,0.901602106,15.05815816,0.751447785,0.42956425
0.020541201,0.047549757,0.072391136,0.600726472,31.61026297,0.752329983,0.193351961
0.003831771,0.241976274,0.071795935,0,21.25560722,0.65357506,0.219078613
0.007341778,0.198541253,0.071278559,0.309767865,131.7474877,0.794597068,0.107980324
0.011609723,0.293723615,0.070311447,0.726314888,88.66346736,0.632229633,-0.079085272
0.00915392,0.217791674,0.070091969,0.606251889,84.03766417,0.784136624,0.173260078
0.005322901,0.001677368,0.070053831,0.055731052,37.59851695,0.812968575,0.357798534
0.004745123,0.207738027,0.069922846,0.492836851,10.76946578,0.779188899,0.147729047
0.006757089,0.134061097,0.069226038,0.618212795,74.9361897,0.692770903,0.369935355
0.011140717,0,0.066866816,0.421678399,7.485785075,0.592646247,0.198071721
0.009814829,0.160647852,0.065829861,0.759195981,25.36650297,0.719012437,0.144634158
0.011892469,0.155627132,0.064107394,0.475702478,44.50655801,0.718255872,0.032619257
0.004589561,0.201939077,0.062693564,0.390674307,31.85288677,0.84487019,0.202466928
0.007299496,0.142344628,0.061439734,0.746134965,12.75495764,0.622803664,0.229912588
0.019097582,0.188157763,0.059198699,0.780328406,36.15326407,0.622770249,0.074936907
0.007367298,0.164548029,0.059172711,0.352976221,36.64873788,0.80657097,0.164798958
0.011933727,0.089603678,0.057888364,0.228207529,21.5946693,0.761561042,0.323080727
0.009512326,0.151435768,0.054159938,0.677506825,93.79779345,0.829771888,0.137062602
0.007632094,0.07300312,0.0524856,0.633649258,68.83815691,0.689554836,-0.022888374
0.004933706,0,0.050495261,0.988014958,30.07941954,0.679785587,0.168542167
0.003795441,0.063012327,0.050126969,1,14.89851818,0.603073363,0.139719237
0.008887029,0.250446132,0.048332823,0.669206473,89.86363984,0.823195837,-0.168364062
1.35E-09,0.005927515,0.047473554,0.426873905,41.53200501,0.644424752,0.418347797
0.005387022,0,0.046396338,1,3.343233662,0.480210137,0.171032308
0.009619783,0,0.046056161,0.910381423,6.651509167,0.511096205,0.147872269
0.012343521,0.202591736,0.04538411,0.441153849,42.09502417,0.726491444,0.105355372
0.004725605,0.325028677,0.045078467,0.129222908,21.64480734,0.754130132,0.340100728
0.014573988,0.261432408,0.040913898,0.203482652,15.71603763,0.730538945,0.151905063
0.008593351,0.171021066,0.039953743,0.562032127,52.0641768,0.818193977,0.231092894
0.013784066,0.120024265,0.036002062,0.52051834,38.48254198,0.664821989,0.06741447
0.009122751,0.203946269,0.035148616,0.761603689,78.76003201,0.782055595,0.127411659
0.00655584,0.048799578,0.033645085,0.698667965,32.42867154,0.678140237,0.18161012
0.008147308,0.134522307,0.032590899,0.198646243,66.76606487,0.830135945,0.200549006
0.005944565,0.120289912,0.032456172,0.688910324,65.0663883,0.806299567,0.125262336
0.011703258,0.136806666,0.030526197,0.655227792,25.5795921,0.654087908,0.178012455
0.012960587,0.178685707,0.030328413,0.194159513,15.90131208,0.731585896,0.162464107
0.005233635,0.008457296,0.030050639,0.351362181,25.9309411,0.697710571,0.330722093
0.00568837,0.016671695,0.026848207,0.856084434,51.04678815,0.686158757,0.280073959
0.012254013,0.0389354,0.026349247,0.708201929,74.40062642,0.732188725,0.026634031
0.004104217,0.029285996,0.026346151,0.486724893,76.22823581,0.429366968,0.834881105
0.006193865,0.047624611,0.025665634,0.76522677,19.75941808,0.862689946,0.293972039
0.009608788,0.244891731,0.025397566,0.692924603,55.68143276,0.671514073,0.00144545
0.007634103,0.017635505,0.025389685,0.783435379,41.67454915,0.819423495,0.215204652
0.015958092,0,0.024856531,0.472376492,16.64177312,0.584397461,0.137249195
0.013749598,0,0.024850625,0.838944551,24.29489765,0.77411564,0.297872329
0.009940306,0.088842876,0.024250014,0.63364604,109.6941484,0.800509289,0.023699314
0.00691941,0.102366477,0.023763874,0.099173546,133.1637526,0.764982299,0.054051943
0.007305934,0.013045937,0.021101223,0.678684865,139.8404961,0.459703971,0.595509954
0.011930309,0.001095428,0.015435116,1,5.467455942,0.811534031,0.209937317
0.010414879,0.206997087,0.013995008,0.526943776,38.96253659,0.906906288,0.135441788
0.008585123,0.046776578,0.013513674,0.210526843,44.98514969,0.688405973,0.189253339
0.005183455,0.103168759,0.013213539,0.980827901,12.17198173,0.858790258,0.364296606
0.007501494,0.063755267,0.012010212,0.516301332,47.42629977,0.848589618,0.217752862
0.016624979,0.023696134,0.011810917,0.864151693,10.7539022,0.745747601,0.133306718
0.010222398,0.178918188,0.011148403,0.604409568,122.8279337,0.773470523,0.141933189
0.008345933,0.055709412,0.009299397,0.944813348,29.57117218,0.784953781,0.430652562
0.008750632,0.046880832,0.006160726,0.132626006,49.85352431,0.744803044,0.158270862
0.006705636,0.037111815,0.005390591,0.199252905,56.02750405,0.674710785,0.17294635
0.008621939,0.040937133,0.005327035,0.269343321,127.6573611,0.840579441,0.050195007
0.004625234,0,0.005310597,1,9.911876932,0.620901421,0.308625077
0.007517314,0.001214974,0.005250962,0.058378261,34.01515437,0.584953816,0.019704518
0.00856688,0,0.00410112,0,13.27563187,0.671996989,0.261462763
0.006829337,0.115207587,0.003614638,0.352797904,25.56376655,0.698005559,0.341234285
0.006696644,0.004759365,0.003613068,0.028155728,115.5253895,0.697892262,0.304605471
0.006176693,0.051549647,0.003416111,0.137330178,109.3927571,0.724182221,0.022568877
0.006656,0.0052561,0.002793343,0.308468402,39.66937147,0.731809958,0.17020028
0.001660917,0,0.002556041,0.392714727,77.24418943,0.724890348,0.210252083
0.010218711,0.06649855,0.002507524,0.736984534,52.5207365,0.85375886,0.100916039
0.005565842,0.000338159,0.002432734,0.586662507,61.43930897,0.742779209,0.12501165
0.000985552,0,0.002221154,0.449260101,132.9874644,0.786398944,0.142825365
0.006385284,0.003586248,0.001935054,0.054267707,85.57042974,0.837032259,0.22422485
0.006010184,0,0.001926878,1,8.38376482,0.635954281,0.1508372
0.008613744,0,0.001605739,0.030566836,17.5918155,0.591945316,0.152447152
0.011265784,0.084006469,0.001408922,0.60707087,43.54137966,0.670978111,0.027524182
0.007079097,0.122731089,0.000757565,0.62341558,136.9842156,0.804213573,-0.015942672
0.010264813,0.075658283,0.000560968,0.007490393,69.71868356,0.778650573,0.094571345
0.007520162,0.086003283,0.000455092,0.830024804,36.24589294,0.822762939,0.271989049
0.005098839,0.144755772,0.000440123,0.357757817,13.08727282,0.694930797,0.383166516
0.004118125,0.010450099,0.000439805,0.532145729,93.64009715,0.698018294,0.368881869
0.00580153,0,0.000314499,0.002385686,52.10920193,0.712895394,0.123900418
0.004684073,0.063685591,0.000135152,0.303412356,132.2450755,0.804780039,0.304573483
0,0,0,1,0.007344063,0.3,0.07020129
0,0,0,1,0.000315575,0.2,-0.184658553
0,0,0,0,0.000235696,0.201369473,-0.183281224
0,0,0,1,9.74E-05,0.220328868,-0.185356958
0,0,0,1,0.00059237,0.204041938,-0.186703869
0.0005059,0,0,0,0.006940735,0.298913861,-0.177631325
0,0,0,0,0.010330839,0.316414724,0.228850627
0.017581926,0,0,1,0.001914432,0.380485214,0.116217942
0,0,0,1,8.39E-05,0.405595553,-0.185633925
0.017839868,0,0,0.240484868,1.299431379,0.416200005,0.201098643
0,0,0,1,0.000643832,0.441268029,-0.180180349
0.026464209,0.207436344,0,1,0.022819628,0.543557143,0.12057846
0.00619446,0,0,0,0.015662441,0.557905635,0.302135003
0.009648702,0.033695291,0,0.145370454,56.57351957,0.592830776,0.046664994
0.011161223,0,0,0,0.013701982,0.593136057,-0.179483214
0,0,0,0,0.354779498,0.600041134,0.002214017
0.014147822,0.227814808,0,0.683903399,26.58468789,0.632542056,0.188271195
0.002981569,0,0,0.232901558,52.60243012,0.659690804,0.757216112
0.004505115,0.009098119,0,0.188431109,48.35313239,0.670929063,0.464823793
0.008828877,0,0,0.101072505,5.450950243,0.679856999,0.352846142
0.004295753,0,0,0.807796404,20.45096136,0.685279619,0.257972207
0.007430729,0.035401643,0,0.000352574,13.04703303,0.698595563,0.239809403
0.007978532,0,0,0.039903859,57.83639086,0.701276183,0.109900717
0.006086443,0,0,0.002537479,5.573301813,0.70308399,0.223184669
0,0,0,0,0.077587173,0.704315953,0.380962689
0.002893365,0,0,0.119220315,76.93609143,0.706096028,0.43443005
0.006822973,0,0,0,22.76677823,0.708587649,0.207247708
0.002543283,0,0,1,0.000223825,0.72108153,-0.192429332
0.004425512,0.026520162,0,0.73098208,81.84146454,0.721496192,0.404396375
0.01309975,0.37751747,0,0.157729015,33.69745825,0.725550166,0.103646379
0.002174346,0,0,0,9.696591959,0.728595897,0.287207563
0.004800657,0.020926209,0,0.009515908,60.84532397,0.729013349,0.414005411
0.007903323,0,0,0.688959519,7.964414921,0.732446311,0.422213001
0.003858595,0,0,0,5.747456177,0.73279535,0.291441767
0.003769525,0,0,0.018440503,37.53878019,0.733003231,0.287086313
0.001439231,0,0,0.709892572,4.154985186,0.736005868,0.288269636
0.012423659,0,0,0.56882313,8.061674126,0.756850765,0.232433717
0.009953859,0.136634987,0,0.915664078,42.59915207,0.758385809,0.154639717
0.008929261,0.027082634,0,0.410346993,50.81250667,0.763798374,0.184277068
0.013518469,0,0,0.458895205,6.512536618,0.764508028,0.252835257
0.00427603,0,0,0,16.33587918,0.766629478,0.336188838
0.020930647,0,0,0.892202424,32.62180909,0.767440861,0.185056831
0.008670274,0.102212087,0,0.861640006,52.67687947,0.772715826,0.085332389
0.007439198,0,0,0.241201967,54.01908229,0.781162901,0.275138552
0.001039313,0,0,1,2.033995395,0.783320181,0.317710099
0.006907757,0.015126068,0,0.794414527,40.86393224,0.789616234,0.371433666
7.34E-10,0.027855226,0,0.908262915,47.70036972,0.790426665,0.321496769
0.010105389,0.029782916,0,0.227347766,34.45414271,0.8014838,0.186753321
1.36E-09,0.265326949,0,0.65216448,37.29788754,0.840059181,0.262997413
0.0091816,0.05487896,0,0.723905018,41.08728584,0.859162507,0.277303243
0.008818655,0.009937138,0,0.061756846,43.13913056,0.868344414,0.226452973
0.013525437,0.022617308,0,0.896076457,45.10936959,0.879303466,0.212886884
